48,96
87,24
124,91
96,29
91,35
84,32
29,96
82,43
70,46
107,113
123,57
68,121
32,60
65,8
109,51
49,121
16,65
28,75
34,11
20,76
96,71
16,78
111,86
25,19
43,36
36,33
55,46
96,84
105,25
52,98
17,33
77,47
80,52
79,93
75,95
68,55
61,52
80,65
54,49
116,109
51,128
70,114
60,69
34,53
56,71
28,9
113,53
62,7
26,84
102,79
41,69
60,82
44,74
16,12
56,84
14,87
71,69
23,28
96,18
25,74
44,87
85,88
38,13
76,39
71,82
84,21
115,88
124,93
66,88
91,37
84,34
87,39
86,43
79,40
40,48
75,42
52,58
26,5
72,121
107,115
49,2
53,121
23,70
32,75
111,75
71,124
62,75
99,78
16,80
110,92
25,21
4,83
36,35
73,38
75,84
52,100
126,49
61,41
82,100
54,38
75,97
33,100
26,60
61,54
53,55
49,57
7,60
83,55
60,71
51,22
56,73
28,11
113,55
49,70
62,9
7,73
122,23
83,68
16,14
76,28
34,68
37,73
55,90
71,71
84,10
48,87
41,84
108,74
25,76
44,89
11,33
84,23
29,87
87,28
73,93
59,87
100,88
80,109
54,93
73,106
98,55
75,44
54,106
95,107
28,53
107,117
81,64
56,7
49,4
16,56
122,78
23,72
55,24
99,67
16,69
37,128
111,77
27,83
122,91
4,72
96,75
110,94
94,86
64,99
77,38
57,96
110,107
24,40
43,53
87,96
77,51
61,43
75,99
61,56
114,67
88,51
46,54
7,62
26,75
28,121
76,17
56,75
14,78
71,60
62,11
7,75
23,19
83,70
124,71
44,78
84,12
29,76
122,38
87,17
96,22
25,78
119,90
84,25
58,93
77,106
79,44
68,114
72,4
80,124
95,109
86,60
56,117
88,106
62,53
72,17
56,9
37,117
83,4
62,66
23,74
55,26
41,128
16,71
111,79
71,128
43,29
122,93
4,74
36,26
96,77
94,88
106,98
36,39
80,45
75,88
126,53
109,86
61,45
80,58
19,48
75,101
51,121
61,58
102,72
41,62
60,75
62,121
55,81
27,19
48,78
124,73
41,75
57,19
71,75
124,86
59,78
80,100
54,84
82,38
61,100
67,36
46,98
65,3
26,11
65,124
41,117
16,60
90,9
69,71
27,74
78,12
23,76
37,11
96,66
99,71
16,73
27,87
85,28
43,31
4,76
64,90
36,28
96,79
99,84
57,87
110,98
52,93
64,103
61,34
79,88
82,93
73,44
94,103
33,93
126,55
109,88
26,53
89,109
61,47
80,60
121,98
79,101
63,93
82,106
46,45
49,50
102,61
63,106
104,107
34,48
37,53
62,2
41,64
44,69
71,64
84,3
122,29
23,23
50,126
25,69
44,82
84,16
124,88
119,94
36,96
75,24
65,100
119,107
95,100
67,38
107,110
68,118
67,51
56,121
96,55
41,119
16,62
37,121
50,60
27,76
85,17
4,65
23,78
96,68
16,75
69,86
43,33
103,84
31,36
75,79
126,44
84,84
77,44
61,36
80,49
33,95
58,44
56,55
65,60
67,106
62,4
92,112
60,79
44,71
16,9
84,5
105,64
50,128
124,77
96,15
117,74
119,83
84,18
73,88
79,24
98,37
75,26
115,98
67,27
88,86
26,2
67,40
28,48
53,118
37,110
62,59
78,3
111,72
78,124
69,75
27,78
25,5
30,83
71,121
43,22
20,75
4,67
36,19
108,124
99,75
30,96
43,35
103,86
36,32
80,38
75,81
24,35
65,36
77,46
61,38
40,100
75,94
52,110
46,36
58,46
70,100
61,51
93,124
90,55
102,65
41,55
35,11
76,12
62,114
39,22
92,114
23,14
124,66
25,60
44,73
55,87
115,74
48,84
87,12
124,79
38,12
18,33
36,87
77,88
84,20
115,87
64,41
107,88
98,39
75,28
61,93
80,106
54,90
67,29
88,88
49,96
61,106
32,48
39,64
56,4
42,106
111,61
113,107
62,61
122,75
23,69
29,5
50,64
122,88
4,69
64,83
96,72
99,77
73,24
52,86
103,88
61,27
82,86
75,83
94,96
77,48
61,40
80,53
98,107
56,46
75,96
65,51
49,43
95,51
35,121
48,60
102,67
41,57
120,57
14,75
113,54
27,14
29,60
48,73
124,68
25,62
44,75
84,9
124,81
22,33
66,76
98,28
75,17
112,84
79,28
40,36
77,103
67,31
82,46
56,114
88,103
46,106
90,4
76,69
117,107
50,53
27,69
30,74
62,63
122,77
23,71
96,61
99,66
57,69
117,120
69,79
30,87
43,26
122,90
36,23
99,79
101,88
59,128
110,93
52,88
126,37
82,88
75,85
94,98
93,102
26,48
61,42
102,43
63,88
51,118
35,2
124,57
69,121
44,64
14,77
55,78
122,24
64,19
50,121
124,70
25,64
87,124
36,78
52,22
84,11
29,75
54,81
12,84
68,100
67,33
70,38
107,105
49,100
39,55
72,3
60,114
16,44
72,124
113,98
122,66
23,60
102,124
96,50
41,114
99,55
117,109
111,65
50,55
30,76
122,79
78,9
23,73
96,63
99,68
105,4
94,74
43,28
106,84
36,25
75,74
52,90
87,84
86,88
89,93
72,45
75,87
33,90
93,104
128,98
67,88
70,93
89,106
61,44
82,103
111,107
60,61
34,45
27,5
71,48
48,64
50,110
71,61
122,26
64,21
119,78
55,93
84,13
82,24
119,91
61,86
73,96
67,22
74,38
35,46
67,35
53,100
56,105
62,41
16,46
56,118
27,60
122,68
23,62
41,116
57,60
37,118
111,67
84,55
4,62
36,14
96,65
38,60
117,124
29,11
105,6
94,76
52,79
84,68
77,28
33,79
52,92
61,33
80,46
12,33
33,92
74,93
93,106
46,31
7,39
102,47
81,109
74,106
7,52
111,109
41,50
96,107
113,47
29,53
124,61
71,63
57,128
66,69
38,7
24,72
77,83
80,88
38,128
84,15
119,93
77,96
61,88
82,39
58,96
102,102
56,107
44,110
27,62
122,70
23,64
78,121
36,124
71,118
43,19
64,78
96,67
99,72
59,121
75,65
52,81
84,70
43,32
61,22
40,84
75,78
68,38
67,79
70,84
61,35
48,55
25,44
44,57
76,9
81,124
96,109
111,124
64,12
22,15
44,70
59,55
55,84
84,4
103,17
87,9
45,12
38,9
43,87
75,12
126,98
65,88
68,93
77,98
80,103
54,87
95,88
86,39
81,45
93,55
67,39
37,96
56,109
49,106
23,53
96,43
41,107
76,64
48,2
120,107
92,45
69,61
27,64
30,69
62,58
99,61
57,64
36,126
17,5
38,64
110,88
75,67
52,83
89,86
61,24
72,38
75,80
33,83
52,96
93,97
46,22
49,27
82,96
72,51
65,48
7,43
83,38
102,51
51,126
35,118
83,51
69,116
55,73
16,118
92,113
66,60
24,76
82,17
61,79
10,33
115,86
86,28
65,90
63,17
58,87
77,100
95,90
67,28
53,93
72,106
56,98
65,103
83,93
95,103
53,106
111,47
56,111
122,61
83,106
41,109
16,52
57,53
55,128
71,109
97,17
96,58
41,122
99,63
38,53
36,128
94,69
43,23
64,82
33,72
52,85
89,88
95,24
75,82
33,85
93,99
70,88
61,39
102,40
95,37
49,42
90,43
102,53
113,40
30,5
16,107
64,3
59,46
92,115
124,67
22,19
24,65
43,78
87,121
52,19
38,121
84,8
73,78
40,22
17,75
61,81
54,78
32,36
67,30
56,100
62,36
74,46
16,41
37,100
56,113
30,60
106,55
96,47
41,111
57,55
117,106
69,65
90,124
43,12
87,55
55,22
99,65
31,15
52,74
43,25
22,87
80,28
75,71
94,84
33,74
52,87
68,31
61,28
80,41
33,87
74,88
93,101
46,26
7,34
102,42
104,88
95,39
72,55
116,98
7,47
48,48
41,45
117,40
99,107
29,48
124,56
57,2
38,110
66,64
38,2
24,67
119,75
89,24
119,88
61,83
80,96
51,38
31,96
46,81
61,96
60,100
95,94
67,32
56,102
81,51
41,100
16,43
53,110
62,51
96,49
44,118
92,51
91,55
36,119
43,14
45,60
22,76
31,17
75,60
52,76
24,14
43,27
87,70
61,17
98,84
33,76
52,89
65,28
68,33
19,33
95,28
33,89
49,33
109,84
102,44
81,106
16,98
60,60
76,4
62,106
113,44
99,109
16,111
92,106
111,119
18,12
64,128
73,69
45,7
119,77
61,72
68,88
77,93
61,85
80,98
67,21
56,91
65,96
60,102
16,32
111,40
56,104
46,96
104,37
23,48
111,53
71,102
41,115
78,118
36,121
73,124
59,118
75,62
52,78
68,22
58,14
98,86
95,17
75,75
52,91
49,22
68,35
61,32
95,30
56,38
93,105
49,35
7,38
60,49
53,46
56,51
55,55
83,46
41,49
103,109
59,39
36,55
55,68
30,11
64,9
69,124
66,55
18,14
77,69
99,124
52,12
45,9
43,84
82,12
119,79
77,82
75,9
61,74
73,84
31,87
72,88
89,28
68,90
61,87
95,85
114,98
67,23
56,93
68,103
42,87
83,88
102,101
51,55
16,34
56,106
97,107
113,88
81,55
125,98
124,102
96,40
16,47
57,48
71,104
96,53
38,48
31,8
36,123
52,67
24,5
45,64
75,64
52,80
126,29
68,24
54,126
61,21
98,88
53,22
93,94
49,24
40,96
72,48
93,107
51,110
7,40
70,96
83,35
69,100
123,107
71,38
50,100
30,121
43,60
64,119
71,51
124,62
24,60
100,55
77,71
54,60
31,76
89,17
119,81
61,76
33,14
19,79
51,31
54,73
67,12
12,76
58,84
102,90
74,28
67,25
53,90
88,84
46,87
62,31
16,36
111,44
56,108
97,109
9,33
71,93
39,60
96,42
69,60
30,68
112,107
43,7
122,71
45,53
31,10
52,69
72,24
75,66
33,69
52,82
93,83
65,21
54,128
61,23
102,24
63,69
49,26
83,24
74,96
90,40
60,53
25,32
16,104
84,100
77,73
61,65
80,78
38,118
82,124
31,78
109,119
61,78
74,17
95,76
42,78
95,89
37,84
81,46
44,100
16,38
56,110
64,55
124,106
96,44
41,108
117,103
97,124
94,55
43,9
31,12
36,127
52,71
54,117
22,84
101,84
72,26
75,68
52,84
93,85
67,69
102,26
82,84
40,87
81,88
93,98
49,28
111,88
123,98
62,88
23,96
74,98
